customer_id,first_name,last_name,dob,email,phone,address,city,state,kyc_status,created_at
CUST000045,Amara,Balakrishnan,1961-02-04,harinakshi50@example.org,9612018366,"H.No. 59, Chad",Bangalore,DL,VERIFIED,2025-01-07 01:04:37.280688
CUST000046,Nachiket,Dugar,1994-05-22,bumbanita@example.com,7976438156,"40/36, Bhakta",Pune,MH,VERIFIED,2026-02-03 14:59:46.515763
CUST000047,Charvi,Kakar,1995-02-20,bimala51@example.org,6226838851,"15, Sanghvi",Bangalore,KA,PENDING,2022-08-30 14:20:17.434755
CUST000048,Omisha,Mann,1957-04-23,naironveer@example.net,5161369681,"H.No. 21, Comar Circle",Bangalore,TS,VERIFIED,2024-11-17 02:37:42.435939
CUST000049,Rishi,Palla,1970-12-30,warinderchauhan@example.org,3292127799,"52/717, Mitter Chowk",Ahmedabad,TS,VERIFIED,2024-09-16 20:55:22.302356
CUST000050,Daksh,Pandey,1980-01-21,triya70@example.org,4119986798,"H.No. 97, Dora Circle",Kolkata,MH,REJECTED,2025-10-02 02:43:20.287425
CUST000051,Shravya,Chauhan,1997-09-01,frado82@example.org,7788925546,"51/518, Mander Marg",Pune,TN,PENDING,2026-05-21 01:26:15.206018
CUST000052,Mason,Nath,1955-05-11,inayamukherjee@example.net,2914865281,"H.No. 42, Om Ganj",Delhi,GJ,REJECTED,2023-08-15 04:38:29.762527
CUST000053,Vedika,Handa,1963-10-09,mohammedbrahmbhatt@example.com,8880592962,"70/653, Mane Chowk",Ahmedabad,KA,VERIFIED,2026-05-06 16:08:58.187186
CUST000054,Saumya,Kaur,1981-08-09,upasna35@example.net,7468862392,"18/14, Dyal Zila",Pune,KA,VERIFIED,2025-07-31 05:44:24.564653
CUST000055,Yochana,Din,1998-10-31,kapadiashravya@example.com,6068536153,"204, Dewan Chowk",Mumbai,MH,REJECTED,2023-09-13 22:49:22.048665
CUST000056,Upasna,Sen,1986-04-28,bahlaahana@example.org,8986143410,"H.No. 179, Babu Circle",Pune,MH,VERIFIED,2025-08-09 11:15:08.674341
CUST000057,Wyatt,Dhawan,1967-07-11,panditwridesh@example.net,2185188888,"65/405, Pai Zila",Mumbai,MH,VERIFIED,2025-02-08 21:35:38.866318
CUST000058,Hemang,Natarajan,1958-05-15,hamsini27@example.net,2217043030,"74/03, Parikh Road",Mumbai,DL,VERIFIED,2023-07-30 15:20:15.158367
CUST000059,Champak,Narula,1966-06-24,rajeshri67@example.com,2775841616,"H.No. 11, Merchant Path",Pune,TN,PENDING,2026-01-04 06:47:53.934808
CUST000060,Pooja,Ganesan,1990-08-21,sanya05@example.net,4016582029,"556, Bali",Pune,TS,REJECTED,2023-11-01 04:20:23.004012
CUST000061,Shivani,Prabhakar,1972-03-17,devanjeevika@example.com,4310278681,"47/31, Borah Street",Ahmedabad,MH,PENDING,2025-01-01 11:08:10.280151
CUST000062,Sai,Chahal,1997-08-22,idika18@example.net,4225831323,"82, Chadha",Kolkata,MH,VERIFIED,2024-05-27 10:51:37.075924
CUST000063,Mitali,Srinivas,1981-02-13,iborah@example.com,7785289226,"H.No. 22, Kar Path",Bangalore,WB,VERIFIED,2022-11-21 16:19:48.312837
CUST000064,Zilmil,Mander,1999-09-12,ronith84@example.org,9818299229,"H.No. 109, Kade Road",Kolkata,WB,PENDING,2023-12-27 17:49:29.408045
CUST000065,Omaja,Balasubramanian,1979-07-08,chasmum73@example.net,4710276773,"55/625, Cherian Circle",Mumbai,KA,VERIFIED,2025-08-21 02:02:38.128584
CUST000066,Unnati,Das,1966-02-22,lohitchatterjee@example.org,6963259532,"H.No. 70, Ramaswamy Zila",Kolkata,DL,VERIFIED,2023-11-19 05:44:59.744965
CUST000067,Wridesh,Kale,1984-06-19,bedibaghyawati@example.com,4801624565,"H.No. 84, Raju Zila",Pune,MH,VERIFIED,2024-08-11 20:50:22.881054
CUST000068,Ati,Dani,1958-02-03,rameshkashvi@example.com,2398680002,"982, Nagar Path",Ahmedabad,TS,PENDING,2024-08-10 04:00:29.104838
CUST000069,Chandani,Nayar,1980-01-21,emistry@example.org,5169409749,"896, Kibe Street",Hyderabad,TN,PENDING,2023-04-09 03:09:16.341881
CUST000070,Imaran,Halder,1951-09-24,omya26@example.net,6897028385,"785, Pandya Circle",Pune,KA,PENDING,2022-10-03 18:34:03.649102
CUST000071,Aishani,Sule,1961-10-13,aryamisra@example.org,4375758441,"H.No. 24, Mani Nagar",Bangalore,MH,REJECTED,2025-04-12 17:43:18.613906
CUST000072,Farhan,Pal,2004-03-23,varenya33@example.net,8421993308,"57, Devan Zila",Mumbai,KA,VERIFIED,2026-05-17 14:43:02.987705
CUST000073,Nakul,Ray,1988-07-01,psood@example.org,5401938026,"400, Chhabra Road",Hyderabad,WB,PENDING,2022-08-27 00:17:12.836385
CUST000074,Gautami,Mane,1976-12-25,gdesai@example.com,3152742054,"85, Rattan Zila",Ahmedabad,MH,PENDING,2026-04-09 04:18:07.893842
CUST000075,Qasim,Dey,1978-04-28,abeerlal@example.com,7454990453,"684, Merchant Zila",Mumbai,TS,PENDING,2025-04-03 06:37:14.958012
CUST000076,Timothy,Kanda,2006-02-27,ddua@example.net,6878339187,"H.No. 883, Yadav",Mumbai,WB,VERIFIED,2024-01-27 12:54:54.877578
CUST000077,Falak,Venkatesh,1976-04-04,vrindachand@example.net,0728679087,"H.No. 391, Sampath Nagar",Ahmedabad,TN,PENDING,2023-03-22 00:43:35.780481
CUST000078,Devansh,Bhasin,2004-11-02,sodhiazad@example.com,2265676618,"68/23, Bajaj Nagar",Ahmedabad,TS,VERIFIED,2023-12-25 14:30:32.123793
CUST000079,Ubika,Samra,1981-06-26,yugsharma@example.com,4310690331,"03/06, Kaur Chowk",Chennai,MH,VERIFIED,2026-06-19 18:41:05.757557
CUST000080,Daksh,Dey,1979-11-10,vivaan95@example.net,3428364408,"H.No. 568, Saha Path",Mumbai,DL,VERIFIED,2024-09-29 23:19:58.747721
CUST000081,Charita,Puri,1961-04-18,okhosla@example.com,7086688263,"51, Halder Circle",Mumbai,GJ,REJECTED,2024-03-25 19:12:05.464812
CUST000082,Krishna,Baral,2001-04-20,teerthsrinivas@example.org,4033173936,"78, Morar Path",Hyderabad,MH,REJECTED,2022-11-01 08:15:53.254460
CUST000083,Yochana,Tank,1977-08-29,nnagarajan@example.com,6093204899,"H.No. 36, Korpal",Bangalore,TS,VERIFIED,2023-08-28 21:09:42.154337
CUST000084,Geetika,Kurian,1994-11-27,dswaminathan@example.org,2287280801,"31/203, Shah Circle",Bangalore,MH,PENDING,2024-08-03 01:52:15.811848
CUST000085,Vasudha,Sura,1951-07-18,barora@example.net,8408621182,"H.No. 46, Prakash Zila",Bangalore,MH,REJECTED,2024-02-04 15:11:11.741095
CUST000086,Tripti,Kohli,2008-01-25,charitabuch@example.net,1666870021,"03/39, Madan Chowk",Mumbai,KA,PENDING,2026-05-23 07:32:34.058877
CUST000087,Falan,Mand,2002-10-16,goladivya@example.org,9261429396,"18/501, Kata Marg",Delhi,TN,VERIFIED,2022-10-25 05:25:11.645185
CUST000088,Harini,Ranganathan,2006-10-30,ayushman47@example.com,5866296194,"626, Patel Path",Delhi,MH,VERIFIED,2025-12-01 16:58:39.328224
CUST000089,Abdul,Morar,1976-06-04,harsh21@example.org,7888610158,"04, Rama Marg",Kolkata,TS,VERIFIED,2023-01-19 01:37:21.744380
CUST000090,Xavier,Verma,1960-06-19,igara@example.com,4721264647,"79/937, Deshmukh Zila",Ahmedabad,DL,VERIFIED,2025-09-07 13:22:33.740403
CUST000091,Meghana,Natarajan,1999-06-12,cnarayan@example.com,9245937526,"H.No. 64, Patla Marg",Mumbai,GJ,REJECTED,2023-10-29 13:13:19.243859
CUST000092,Ryan,Gole,1990-03-04,shenoyshaurya@example.com,1672434266,"68/86, Bansal Circle",Bangalore,KA,REJECTED,2023-01-29 13:35:39.694551
CUST000093,Jagvi,Yadav,1985-01-27,choprayuvraj@example.net,2909656101,"56, Tella Chowk",Pune,TN,VERIFIED,2025-09-24 02:06:01.299014
CUST000094,Aryan,Subramanian,1956-09-10,hchada@example.net,5457387571,"H.No. 01, Oza Nagar",Delhi,KA,VERIFIED,2023-03-23 07:22:46.285438
CUST000095,Nitesh,Kohli,1980-07-23,gangasandhu@example.com,6226609379,"419, Yadav Zila",Delhi,TN,VERIFIED,2025-03-03 19:35:49.436315
CUST000096,Eshana,Hegde,1977-03-03,vrishti85@example.net,9691557924,"H.No. 13, Dada Road",Ahmedabad,TN,REJECTED,2023-05-14 03:06:33.808623
CUST000097,Lohit,Vaidya,1973-02-28,leelasampath@example.org,8282742257,"23, Tiwari Marg",Mumbai,TN,VERIFIED,2023-05-08 12:38:43.773420
CUST000098,Nilima,Swamy,1974-09-27,ksuresh@example.org,3404384279,"14/85, Barman Circle",Hyderabad,TN,VERIFIED,2025-03-11 02:44:28.281472
CUST000099,Ridhi,Kamdar,2008-01-15,kotachameli@example.org,4517133959,"309, Walia Path",Bangalore,TS,VERIFIED,2025-08-11 03:11:33.162639
CUST000100,Om,Naik,2007-06-01,bimala94@example.net,2604223253,"66/711, Varma Marg",Chennai,MH,VERIFIED,2023-09-25 19:39:15.557365
CUST000101,Jyoti,Sha,2005-09-30,aarnav17@example.net,1863637454,"75/00, Sharaf Zila",Pune,TN,REJECTED,2025-07-27 12:50:00.617593
CUST000102,Nakul,Sastry,1977-02-09,sjain@example.org,2415415206,"10/371, Kara Street",Ahmedabad,TN,VERIFIED,2022-09-11 21:29:29.088849
CUST000103,Sai,Andra,1951-02-05,jai62@example.com,3611155426,"27/53, Sabharwal Street",Bangalore,WB,VERIFIED,2024-08-31 21:38:06.333122
CUST000104,Saanvi,Kalla,1955-08-29,deyjatin@example.net,5652341389,"43/898, Ramanathan Ganj",Mumbai,MH,VERIFIED,2025-01-17 04:15:48.317632
CUST000105,Chatura,Khatri,1979-05-03,khoslaxalak@example.net,8055269658,"10/43, Bhasin Nagar",Hyderabad,TN,VERIFIED,2023-10-16 12:09:09.954958
CUST000106,Mitali,Toor,1967-04-01,ssampath@example.com,8892414183,"14/63, Konda Nagar",Ahmedabad,WB,REJECTED,2026-05-08 02:53:43.296478
CUST000107,Radha,D’Alia,1976-12-04,moreparth@example.org,2027588425,"H.No. 64, Bhatt Circle",Mumbai,KA,VERIFIED,2022-12-20 23:08:59.501215
CUST000108,Faraj,Taneja,1977-01-12,christopher79@example.org,2419138000,"22, Saini Nagar",Hyderabad,MH,VERIFIED,2023-08-30 20:49:50.354751
CUST000109,Yuvraj,Saha,2003-10-02,anika19@example.com,8023806174,"H.No. 534, Modi",Hyderabad,WB,VERIFIED,2023-07-06 20:52:43.250978
CUST000110,Xavier,Shetty,1971-12-28,uhayre@example.net,2060385050,"36/70, Mammen Street",Mumbai,TN,VERIFIED,2025-07-12 21:37:40.703531
CUST000111,Vincent,Venkatesh,1974-08-03,tara19@example.org,6199062344,"43, Jain Zila",Mumbai,DL,VERIFIED,2022-12-30 17:09:28.223911
CUST000112,Ikbal,Dugal,1956-10-04,ushukla@example.com,8537474112,"H.No. 21, Parekh Ganj",Pune,KA,VERIFIED,2023-03-02 08:50:05.509468
CUST000113,Chandran,Mistry,1965-09-20,azaanravel@example.com,1712100323,"H.No. 013, Dave Chowk",Kolkata,TS,VERIFIED,2024-03-08 14:34:46.953724
CUST000114,Garima,Das,1953-02-08,kbedi@example.net,6706625324,"99/34, Sabharwal Chowk",Hyderabad,TS,PENDING,2022-12-29 05:09:58.839557
CUST000115,Varenya,Bhat,1955-09-20,adevan@example.org,8065787598,"H.No. 593, Mand Nagar",Mumbai,TS,VERIFIED,2026-02-02 19:38:24.580537
CUST000116,Urmi,Wagle,1971-05-13,nathanielchaudhry@example.org,4803965223,"59/929, Tailor Ganj",Kolkata,MH,VERIFIED,2022-11-11 10:32:28.474326
CUST000117,Parth,Swaminathan,1952-10-31,kaultheodore@example.org,0593252500,"51/56, Chaudhuri",Hyderabad,KA,PENDING,2024-10-03 08:32:49.750070
CUST000118,Ekantika,Deshpande,2007-03-26,psur@example.com,8953926442,"02/95, Kant",Mumbai,GJ,VERIFIED,2023-12-14 04:52:14.183073
CUST000119,Hemang,Taneja,1958-10-15,khannaidika@example.com,1570433154,"62, Tailor Marg",Pune,GJ,VERIFIED,2025-02-19 21:45:17.932884
CUST000120,Indali,Prashad,1956-07-06,kkar@example.com,0405411526,"H.No. 99, Balasubramanian Chowk",Chennai,MH,VERIFIED,2026-02-01 09:01:30.964021
CUST000121,Nitesh,Saraf,1959-09-29,narulasamesh@example.org,8844431069,"H.No. 06, Menon Zila",Mumbai,MH,PENDING,2024-04-27 19:17:41.263017
CUST000122,Varsha,Iyengar,1956-04-03,onkarmanne@example.org,1467741862,"04, Shroff Chowk",Delhi,TN,VERIFIED,2025-11-10 13:28:42.422977
CUST000123,Amruta,Bhatia,1959-05-25,chadahemangini@example.net,9380686879,"08, Varughese",Chennai,DL,REJECTED,2023-08-31 12:19:29.352160
CUST000124,Manan,Dara,2005-09-08,kghose@example.org,2061632945,"54/87, Virk Nagar",Kolkata,DL,VERIFIED,2025-10-08 00:14:17.555243
CUST000125,Isaiah,Sachdeva,1959-04-24,cherianharrison@example.com,6467997024,"H.No. 653, Soman Nagar",Bangalore,TN,VERIFIED,2025-09-11 03:48:07.914122
CUST000126,Kashish,Bahri,1970-03-24,deepa47@example.net,3247546913,"50/82, Mukhopadhyay Zila",Chennai,MH,VERIFIED,2026-03-29 06:36:46.544845
CUST000127,Netra,Deshmukh,1995-11-26,ghosereyansh@example.org,3070534578,"H.No. 79, Goel Chowk",Kolkata,DL,VERIFIED,2025-05-30 23:06:37.830895
CUST000128,Urvi,Palla,1970-08-06,gautam40@example.com,2933334680,"03/49, Maharaj Road",Kolkata,KA,PENDING,2026-05-25 01:31:48.179542
CUST000129,Krisha,Palla,1977-04-02,unnatimittal@example.net,9108589944,"H.No. 54, Misra Road",Pune,TN,VERIFIED,2024-04-17 01:09:15.066371
CUST000130,Zansi,Khosla,2002-10-24,rnagarajan@example.org,7446660993,"58/428, Memon Street",Kolkata,MH,REJECTED,2023-05-16 03:11:53.095944
CUST000131,Kabir,Kuruvilla,1992-09-10,gautamichakraborty@example.org,3465549471,"38, Raj Zila",Pune,DL,PENDING,2023-01-06 06:19:34.328713
CUST000132,Odika,Bhagat,2001-02-20,lakshiyer@example.com,9725217525,"292, Chakrabarti Chowk",Bangalore,DL,REJECTED,2024-09-15 18:36:18.848974
CUST000133,Radha,Sanghvi,1974-01-10,arajagopal@example.org,5058300335,"94/21, Misra Nagar",Delhi,KA,VERIFIED,2023-02-20 18:32:03.317221
CUST000134,Tamanna,Venkatesh,1985-03-22,radha25@example.com,3260332309,"06/489, Bava Nagar",Chennai,WB,VERIFIED,2026-05-07 19:27:21.260731
CUST000135,Anmol,Bava,1990-08-21,ysawhney@example.org,7230461849,"91/41, Tank Zila",Kolkata,TN,REJECTED,2025-03-23 20:23:58.474303
CUST000136,Ryan,Lall,1998-11-10,ishitarout@example.com,0873753001,"H.No. 811, Kashyap Road",Hyderabad,MH,PENDING,2023-05-30 20:28:13.895843
CUST000137,Chaman,Lalla,1977-07-23,ghoshbalveer@example.com,5611002255,"H.No. 52, Rattan Zila",Kolkata,TS,REJECTED,2024-06-03 04:33:58.329627
CUST000138,Tanmayi,Magar,1999-02-07,psama@example.org,2021697972,"27/716, Batra Chowk",Chennai,WB,REJECTED,2024-03-14 08:08:59.274829
CUST000139,Dipta,Arora,1991-07-01,hamsinivenkataraman@example.net,6375628900,"175, Narayanan Ganj",Mumbai,TN,VERIFIED,2022-11-18 05:29:33.562099
CUST000140,Chandresh,Tripathi,1963-07-20,prau@example.org,7971775170,"80/19, Modi",Pune,WB,REJECTED,2026-06-07 20:04:13.778213
CUST000141,Samuel,Shan,2005-10-02,chatura37@example.com,5711305548,"726, Kumar Zila",Delhi,GJ,PENDING,2026-02-13 07:27:16.130026
CUST000142,Raghav,Dara,2004-08-01,dkale@example.org,1609177982,"69/78, Ghose Street",Ahmedabad,MH,REJECTED,2025-01-09 16:50:48.898857
CUST000143,Kabir,Chawla,1973-02-06,yamini66@example.net,4654722698,"394, Deo Path",Ahmedabad,TS,VERIFIED,2025-06-29 21:44:51.596867
CUST000144,Pranav,Thakur,1982-02-04,jack58@example.com,8460810620,"H.No. 42, Merchant Nagar",Chennai,DL,VERIFIED,2026-06-23 20:23:04.122210
CUST000145,Bachittar,Parmer,1997-11-05,kapurlopa@example.org,0666580043,"89/33, Sen Road",Pune,TN,VERIFIED,2023-06-07 12:21:05.257951
CUST000146,Falan,Grover,2006-06-16,purohitbanjeet@example.com,8422940572,"94/798, Bora Path",Pune,TS,VERIFIED,2023-04-30 11:41:06.023746
CUST000147,Eesha,Vora,1963-05-22,ekanshtiwari@example.org,8861533555,"01/57, Kohli Ganj",Mumbai,MH,PENDING,2025-09-14 12:21:49.238253
CUST000148,Ekani,Raj,2003-10-04,rajuaahana@example.net,0858877043,"880, Kade Zila",Bangalore,GJ,PENDING,2026-05-22 17:46:19.157079
CUST000149,Tanay,Samra,1999-02-06,radhikabora@example.net,0750110248,"67, Sant Marg",Pune,WB,PENDING,2025-04-04 19:41:10.781930
CUST000150,Lopa,Dani,1981-08-26,bathelijah@example.com,4491476607,"68/424, Apte Path",Kolkata,MH,VERIFIED,2023-11-15 08:37:26.225640
CUST000151,Lohit,Dasgupta,1953-01-19,jyogi@example.org,3536822239,"90/878, Mannan Zila",Mumbai,KA,PENDING,2024-10-19 16:02:36.956882
CUST000152,Zashil,Chaudhari,1962-01-30,wnarayanan@example.org,1491357759,"H.No. 62, Munshi Nagar",Pune,TS,REJECTED,2025-04-06 18:03:13.159990
CUST000153,Timothy,Sarin,1966-09-05,krish57@example.com,5478129142,"10/809, Ravel",Ahmedabad,MH,REJECTED,2023-08-06 20:44:34.468263
CUST000154,Simon,Bansal,1982-08-16,xdixit@example.com,9427881658,"27/22, Dhingra",Pune,KA,PENDING,2025-08-24 07:00:55.439658
CUST000155,Veda,Parmer,1952-12-22,ekata@example.com,3038567700,"49/892, Radhakrishnan Marg",Hyderabad,GJ,REJECTED,2025-07-07 16:03:49.353784
CUST000156,Faras,Varughese,1965-03-22,zaitraravi@example.com,7790827231,"259, Karpe Zila",Delhi,GJ,REJECTED,2024-01-24 07:44:31.690304
CUST000157,Ganga,Comar,1978-07-23,nsrinivas@example.net,6030299228,"428, Bahl Marg",Kolkata,GJ,VERIFIED,2024-04-03 21:26:04.738367
CUST000158,Bhanumati,Chada,1963-03-12,ksubramaniam@example.org,9292984257,"62, Babu Zila",Ahmedabad,GJ,VERIFIED,2026-01-27 17:00:33.910896
CUST000159,Yamini,Saini,1998-07-27,goelvamakshi@example.net,8811729806,"86/376, Chaudhari Path",Pune,TN,REJECTED,2023-06-05 03:36:16.534998
CUST000160,Aachal,Sood,1995-01-19,mandernilima@example.com,0098180635,"94, Wason Road",Ahmedabad,MH,VERIFIED,2024-04-19 10:56:22.752683
CUST000161,Jasmit,Majumdar,2008-02-27,ajani@example.net,2588744956,"21/386, Ben Path",Ahmedabad,KA,VERIFIED,2024-04-16 16:43:53.197477
CUST000162,Abdul,Chand,1998-05-19,fsaran@example.org,3519066984,"03, Mangal Circle",Pune,TN,VERIFIED,2023-04-06 14:34:19.757857
CUST000163,Yashvi,Varty,1991-02-21,balendraparsa@example.org,2146566938,"89/554, Hayer Ganj",Delhi,KA,VERIFIED,2023-05-25 06:31:36.947097
CUST000164,Netra,Agrawal,1965-10-10,gtoor@example.net,8451848947,"H.No. 77, Bala",Hyderabad,MH,PENDING,2024-05-31 08:08:49.569024
CUST000165,Aarna,Bir,1972-10-28,victormutti@example.com,8804341651,"H.No. 39, Goswami Road",Hyderabad,MH,VERIFIED,2024-07-09 06:39:38.996680
CUST000166,Ranveer,Tara,1993-05-20,wyattlanka@example.org,3395211179,"H.No. 95, Maharaj Chowk",Kolkata,WB,VERIFIED,2026-05-05 21:15:19.375449
CUST000167,Yasti,Mammen,1973-09-16,chaturavora@example.com,8085627187,"91, Pathak Path",Ahmedabad,WB,VERIFIED,2024-07-21 22:05:17.160776
CUST000168,Aashi,Grover,1982-06-13,amrutasinha@example.net,5276365564,"31/43, Sankaran Circle",Pune,WB,PENDING,2025-01-12 11:00:10.628114
CUST000169,Rohan,Dhingra,1997-01-12,urvashiandra@example.org,7288574489,"H.No. 347, Sengupta Zila",Mumbai,WB,PENDING,2025-12-26 22:35:07.961434
